user_id,events_count,unique_active_days,first_event_ts,last_event_ts,support_contacts_count,error_event_count,events_last_30d
8851-RAGOV,33,33,2023-01-03 03:41:49,2024-06-18 19:46:26,2,0,9
8853-TZDGH,68,64,2023-01-25 06:00:21,2025-01-21 03:03:31,1,1,20
8854-CCVSQ,19,18,2023-03-03 05:06:02,2024-05-12 17:00:26,1,0,5
8857-CUPFQ,57,51,2023-02-11 05:48:07,2024-11-28 18:02:04,0,3,17
8859-AXJZP,55,51,2023-01-03 06:10:24,2024-08-07 03:28:34,0,2,19
8859-DZTGQ,33,32,2023-01-27 04:59:51,2024-09-09 03:59:59,1,2,11
8859-YSTWS,30,30,2023-01-20 18:24:18,2024-10-29 14:01:09,2,1,6
8861-HGGKB,53,49,2023-01-11 21:08:10,2024-09-06 11:31:04,1,4,19
8865-TNMNX,133,112,2023-01-28 07:44:21,2025-01-16 22:13:30,1,5,33
8868-GAGIO,65,61,2023-03-14 11:07:23,2024-11-19 22:01:42,1,2,19
8868-WOZGU,23,23,2023-02-04 10:11:46,2024-06-17 18:26:33,0,2,7
8869-LIHMK,48,48,2023-02-15 13:44:09,2024-10-24 12:04:21,0,4,15
8869-TORSS,54,51,2023-01-01 09:06:08,2024-06-21 15:15:07,1,0,9
8871-JLMHM,56,50,2023-01-02 08:27:11,2025-01-31 13:31:47,1,2,10
8873-GLDMH,33,32,2023-04-02 07:23:41,2024-06-05 09:08:57,1,3,13
8873-TMKGR,38,37,2023-01-08 02:46:17,2024-05-26 07:21:43,0,1,8
8874-EJNSR,27,27,2023-03-01 21:30:53,2024-09-23 04:56:56,1,0,8
8875-AKBYH,35,34,2023-04-03 22:30:50,2024-08-26 14:38:16,0,0,11
8878-HMWBV,31,31,2023-02-15 14:46:58,2024-05-13 20:34:56,0,0,14
8878-RYUKI,30,29,2023-02-21 02:18:02,2024-09-18 00:51:25,1,0,8
8879-XUAHX,67,65,2023-01-04 09:03:34,2024-09-21 14:03:13,1,2,23
8879-ZKJOF,69,65,2023-02-12 11:33:58,2024-10-28 08:56:05,1,1,18
8882-TLVRW,23,21,2023-01-02 00:08:04,2024-06-08 08:25:39,0,0,6
8883-ANODQ,60,56,2023-02-27 23:01:32,2024-08-20 09:34:30,1,4,22
8883-GRDWQ,56,52,2023-01-24 10:51:53,2024-10-05 09:20:52,3,0,16
8884-ADFVN,20,19,2023-02-13 10:57:01,2024-02-05 13:38:04,0,2,4
8884-FEEWR,24,23,2023-03-06 23:21:31,2024-05-24 03:03:02,0,2,7
8884-MRNSU,66,59,2023-03-01 23:46:56,2024-10-25 21:13:16,0,0,17
8885-QSQBX,39,39,2023-01-14 18:42:18,2024-06-26 08:26:32,1,0,9
8887-IPQNC,55,52,2023-01-05 15:07:07,2024-10-03 23:56:07,1,2,15
8894-JVDCV,51,49,2023-01-03 04:04:58,2024-07-28 09:15:53,1,2,10
8896-BQTTI,54,50,2023-01-22 06:43:12,2024-08-03 15:13:52,0,3,15
8896-RAZCR,149,127,2023-01-01 05:33:27,2024-10-27 03:20:42,4,4,43
8898-KASCD,57,50,2023-01-21 19:43:11,2024-07-20 14:30:49,5,2,10
8901-HJXTF,64,60,2023-01-06 13:33:23,2024-10-13 21:30:33,0,4,11
8901-UPRHR,25,24,2023-02-03 01:58:11,2024-03-24 14:31:44,0,2,7
8902-ZEOVF,66,63,2023-01-23 04:39:15,2024-09-09 09:29:06,0,3,16
8903-WMRNW,58,54,2023-01-25 23:41:32,2024-07-26 13:47:22,2,1,17
8903-XEBGX,35,35,2023-01-17 09:37:08,2024-04-30 04:35:56,1,0,7
8904-OPDCK,32,31,2023-01-01 16:04:58,2024-07-03 22:28:35,0,1,8
8905-IAZPF,152,124,2023-01-01 01:17:45,2024-12-10 16:53:21,1,8,37
8908-NMQTX,32,31,2023-01-24 02:39:47,2024-03-28 03:47:58,0,2,6
8908-SLFCJ,68,62,2023-02-03 18:58:52,2024-10-26 00:44:27,0,3,24
8909-BOLNL,26,26,2023-02-18 11:12:24,2024-10-08 09:23:40,1,1,4
8910-ICHIU,31,28,2023-01-08 06:35:33,2024-11-11 18:54:01,1,2,9
8910-LEDAG,26,26,2023-03-12 06:42:39,2024-07-08 01:34:02,1,0,12
8914-RBTSB,25,25,2023-01-13 11:10:56,2024-06-24 23:31:14,0,2,8
8915-NNTRC,25,25,2023-01-15 19:21:08,2024-08-09 00:58:09,0,0,7
8917-FAEMR,50,49,2023-02-26 05:10:44,2024-06-28 22:41:25,2,2,11
8917-SZTTJ,63,61,2023-01-04 01:54:10,2024-11-12 21:24:33,1,4,26
8919-FYFQZ,66,60,2023-02-05 03:27:36,2024-10-12 17:58:21,4,2,22
8920-NAVAY,26,24,2023-04-26 00:05:31,2024-11-20 00:08:43,0,3,6
8922-LIEGH,65,59,2023-01-19 00:50:42,2024-07-04 06:22:49,1,4,18
8922-NPKBJ,61,56,2023-01-08 09:01:49,2024-09-18 20:34:58,2,7,18
8929-KSWIH,64,57,2023-01-21 22:50:04,2024-12-23 13:30:02,3,3,22
8930-XOTDP,27,27,2023-02-01 06:21:46,2024-06-25 17:24:04,0,1,7
8931-GJJIQ,67,62,2023-01-11 17:54:45,2024-09-27 05:45:41,0,1,16
8932-CZHRQ,52,49,2023-02-04 18:00:43,2024-09-19 01:03:26,2,4,13
8937-RDTHP,132,113,2023-01-06 07:01:43,2024-10-04 04:20:04,3,6,31
8938-UMKPI,33,30,2023-02-19 16:50:27,2024-09-18 18:53:42,0,1,10
8942-DBMHZ,52,51,2023-01-25 15:27:30,2024-10-23 11:46:48,2,3,15
8943-URTMR,31,30,2023-02-06 05:33:08,2024-07-10 11:40:43,0,2,9
8944-AILEF,69,59,2023-01-11 02:59:18,2024-11-25 00:48:30,2,3,16
8945-GRKHX,31,31,2023-01-04 01:02:34,2024-08-05 23:32:24,1,3,6
8945-MUQUF,65,58,2023-01-04 22:52:21,2024-08-23 05:09:22,1,4,17
8946-BFWSG,31,29,2023-01-15 10:53:11,2024-04-06 01:40:25,0,1,7
8947-YRTDV,59,55,2023-02-13 02:51:51,2024-10-17 04:33:12,1,3,20
8949-JTMAY,60,54,2023-02-15 13:01:53,2024-08-12 18:30:03,1,3,15
8950-MTZNV,49,46,2023-03-29 21:00:45,2024-10-27 05:35:45,1,2,21
8952-WCVCD,75,68,2023-01-24 04:17:01,2024-07-21 02:40:14,4,3,19
8957-THMOA,60,54,2023-02-22 00:34:00,2024-05-26 16:14:47,0,2,15
8958-JPTRR,56,54,2023-02-05 20:23:08,2024-10-31 23:10:55,1,2,12
8961-QDZZJ,22,21,2023-03-08 06:16:30,2024-10-21 21:00:54,0,0,4
8963-JLGJT,63,62,2023-01-10 03:09:31,2024-08-09 22:22:16,1,2,20
8963-MQVYN,27,26,2023-01-26 16:45:37,2024-07-09 19:05:15,1,0,8
8966-KZXXA,63,58,2023-02-05 16:49:44,2024-09-06 02:45:34,2,1,21
8966-OIQHG,30,29,2023-02-02 16:03:25,2024-06-23 04:50:49,1,0,11
8966-SNIZF,147,128,2023-01-06 00:34:37,2025-02-07 02:44:26,4,8,47
8967-SZQAS,57,54,2023-02-03 05:40:41,2024-04-01 19:54:52,0,1,11
8969-PRHFK,24,24,2023-01-27 05:09:06,2024-07-21 23:50:23,1,0,7
8970-ANWXO,54,52,2023-01-05 09:46:58,2024-08-26 16:04:30,1,2,12
8972-HJWNV,35,32,2023-02-16 00:11:58,2024-12-26 11:17:58,0,1,13
8974-OVACP,54,51,2023-01-04 06:53:26,2024-05-15 17:31:40,0,3,11
8975-SKGRX,49,48,2023-03-12 23:42:51,2024-10-28 18:27:09,0,2,14
8976-OQHGT,34,34,2023-01-28 15:41:15,2024-07-19 21:08:38,0,3,7
8979-CAMGB,38,36,2023-01-16 08:48:33,2024-08-26 13:36:14,2,0,12
8980-WQFWL,33,33,2023-02-14 15:54:07,2024-12-18 10:56:36,0,2,16
8981-FJGLA,147,128,2023-01-01 02:44:15,2024-09-16 07:17:41,6,9,49
8982-NHAVY,56,53,2023-01-10 06:26:01,2024-11-05 15:12:03,1,1,24
8984-EYLLL,157,140,2023-01-01 07:06:15,2024-11-29 16:24:31,0,10,46
8984-HPEMB,56,53,2023-01-14 23:38:26,2024-08-21 12:55:00,1,2,20
8985-OOPOS,48,48,2023-01-18 06:07:38,2024-10-11 10:13:27,2,1,12
8988-ECPJR,32,32,2023-01-29 10:59:17,2024-07-17 17:01:37,0,3,10
8990-YOZLV,37,34,2023-01-28 14:23:09,2024-04-03 18:51:36,1,0,7
8990-ZXLSU,35,33,2023-01-04 00:28:38,2024-12-14 02:09:42,1,2,10
8992-CEUEN,59,57,2023-01-04 02:25:20,2024-08-13 00:48:39,2,0,25
8992-JQYUN,28,26,2023-02-16 14:31:13,2024-10-14 14:27:04,1,1,12
8992-OBVDG,36,32,2023-03-26 01:23:46,2024-08-31 09:44:49,0,4,9
8992-VONJD,148,126,2023-01-04 17:25:16,2024-11-19 01:42:51,4,7,46
8993-IZEUX,29,29,2023-01-13 20:15:24,2024-03-15 15:23:25,1,3,5
8993-PHFWD,31,31,2023-03-02 10:12:59,2024-10-22 20:16:09,2,0,10
8996-ZROXE,57,55,2023-01-10 10:22:50,2024-11-15 18:29:20,1,2,22
8999-BOHSE,67,63,2023-01-02 11:11:16,2024-12-06 20:35:10,2,2,22
8999-EXMNO,31,31,2023-01-25 08:53:27,2024-11-30 14:17:07,2,2,10
8999-XXGNS,30,29,2023-02-27 02:47:13,2025-02-25 16:14:36,1,0,8
8999-YPYBV,56,52,2023-02-03 20:22:44,2024-11-16 01:25:43,0,1,21
9000-PLFUZ,26,24,2023-02-16 02:06:43,2024-07-26 05:13:43,0,0,9
9003-CPATH,36,35,2023-01-15 19:10:33,2024-09-27 02:07:48,0,0,15
9013-AQORL,29,27,2023-04-03 17:15:31,2024-08-29 12:44:08,1,1,7
9018-PCIOK,50,50,2023-01-07 16:04:10,2024-08-07 04:36:33,3,0,12
9019-QVLZD,26,24,2023-03-01 16:53:36,2024-07-29 12:23:54,2,1,10
9025-AOMKI,28,27,2023-03-01 03:43:37,2024-11-11 20:38:33,0,4,14
9025-ZRPVR,29,27,2023-01-08 07:56:32,2024-04-27 18:30:58,1,1,7
9026-LHEVG,30,30,2023-01-11 11:44:20,2024-08-28 17:13:28,1,2,12
9026-RNUJS,31,30,2023-02-08 21:56:52,2024-12-17 05:50:53,1,1,8
9027-TMATR,21,20,2023-01-28 21:26:43,2024-06-25 20:19:15,2,0,7
9027-YFHQJ,27,25,2023-01-03 10:33:50,2024-06-05 08:14:04,0,0,5
9028-LIHRP,30,28,2023-02-02 05:20:30,2024-06-29 08:37:12,1,1,6
9029-FEGVJ,22,22,2023-03-21 01:57:50,2024-12-08 12:40:57,1,0,8
9030-QGZNL,69,67,2023-01-03 14:48:44,2024-08-21 06:25:38,1,1,17
9031-ZVQPT,39,38,2023-02-08 10:52:27,2024-10-08 00:37:04,0,2,11
9033-EOXWV,22,20,2023-02-19 20:20:56,2024-05-20 15:06:27,0,0,8
9036-CSKBW,66,64,2023-02-01 16:40:32,2024-11-28 00:03:51,1,1,17
9039-RBEEE,21,21,2023-03-31 14:22:01,2024-04-01 19:53:08,0,2,3
9039-ZVJDC,20,20,2023-05-09 19:28:50,2024-10-17 16:21:56,1,0,6
9040-KZVWO,43,40,2023-02-12 06:47:13,2024-07-10 19:11:16,0,2,12
9046-DQMTP,55,51,2023-03-17 10:42:12,2024-11-17 22:53:01,5,2,19
9046-JBFWA,53,49,2023-02-22 00:13:27,2024-11-26 03:17:05,1,3,17
9048-JVYVF,35,33,2023-01-02 07:49:43,2024-07-16 06:54:37,1,0,6
9050-IKDZA,68,65,2023-01-04 00:03:47,2024-11-23 16:16:36,0,3,22
9050-QLROH,22,22,2023-02-18 12:27:36,2024-12-14 08:39:51,1,0,8
9052-DHNKM,61,60,2023-01-13 06:45:02,2024-09-04 01:09:23,1,3,15
9052-VKDUW,57,56,2023-01-02 04:41:24,2024-07-27 21:57:16,2,0,13
9053-EJUNL,29,28,2023-01-23 14:26:14,2024-08-01 20:18:46,0,1,8
9053-JZFKV,30,29,2023-02-05 16:36:59,2024-06-24 14:49:14,0,1,7
9054-FOWNV,41,38,2023-02-15 16:35:35,2024-12-23 09:01:43,0,1,10
9055-MOJJJ,55,53,2023-01-22 08:18:48,2024-10-26 12:06:14,2,2,17
9057-MSWCO,147,130,2023-01-19 23:25:53,2024-10-18 06:15:01,6,6,45
9057-SIHCH,23,23,2023-01-08 18:08:29,2024-06-25 17:46:05,0,1,4
9058-CBREO,41,39,2023-01-11 11:24:02,2024-10-08 17:10:34,0,1,10
9058-HRZSV,147,134,2023-02-05 10:54:27,2024-12-27 15:18:59,3,4,47
9058-MJLZC,34,34,2023-01-24 01:27:32,2024-06-30 05:26:10,2,1,14
9060-HJJRW,64,63,2023-02-14 04:00:29,2024-11-05 08:57:35,0,2,16
9061-TIHDA,51,50,2023-01-01 12:02:41,2024-11-29 07:40:27,1,2,16
9063-ZGTUY,167,143,2023-01-08 08:28:36,2024-11-23 00:56:56,4,10,51
9065-ZCPQX,33,32,2023-01-03 11:54:13,2024-12-08 19:35:52,0,2,7
9066-QRSDU,26,26,2023-05-05 07:43:16,2024-04-27 08:57:23,1,2,9
9067-SQTNS,59,54,2023-02-01 21:42:56,2025-01-23 12:43:17,4,2,13
9067-YGSCA,59,57,2023-01-11 03:59:56,2024-09-28 10:16:16,2,6,18
9068-FHQHD,31,30,2023-01-02 10:08:22,2024-05-31 05:22:26,0,1,7
9068-VPWQQ,39,39,2023-02-12 02:56:56,2024-06-19 07:51:42,2,1,10
9069-LGEUL,162,137,2023-02-02 17:50:47,2024-11-01 20:53:55,1,8,49
9070-BCKQP,34,34,2023-01-22 13:50:03,2024-08-17 22:40:59,1,0,9
9073-ZZIAY,140,121,2023-01-07 23:48:33,2024-10-29 05:08:38,2,9,47
9074-KGVOX,27,23,2023-03-08 12:37:20,2024-10-31 11:53:18,2,1,8
9076-AXYIK,149,131,2023-01-28 09:48:34,2024-10-29 07:00:08,2,6,41
9079-LWTFD,54,51,2023-01-26 11:48:57,2024-10-25 11:09:14,1,1,16
9079-YEXQJ,34,34,2023-02-22 07:15:46,2024-08-07 16:10:21,1,2,13
9081-WWXKP,55,52,2023-01-05 14:27:08,2024-08-20 07:06:36,2,1,16
9084-OAYKL,34,30,2023-01-28 17:33:38,2024-05-26 06:05:37,0,1,15
9086-YJYXS,54,51,2023-02-23 16:44:17,2024-08-26 21:14:34,4,0,14
9087-EYCPR,57,51,2023-02-01 15:55:43,2024-12-05 17:43:06,0,4,21
9089-UOWJG,46,45,2023-02-15 00:10:31,2024-10-26 14:50:02,0,4,18
9090-SGQXL,30,30,2023-02-23 23:30:00,2024-05-10 22:55:56,1,1,8
9091-WTUUY,69,63,2023-01-02 09:55:26,2024-10-27 07:53:45,1,1,16
9092-GDZKO,145,127,2023-01-06 22:30:31,2024-09-21 01:28:36,2,5,47
9093-FPDLG,55,52,2023-02-03 14:34:14,2024-08-04 17:50:25,1,3,19
9094-AZPHK,148,123,2023-01-09 08:37:39,2025-01-12 22:15:35,3,4,47
9095-HFAFX,45,43,2023-02-03 05:24:38,2024-07-26 08:13:18,0,3,13
9097-ZUBYC,57,55,2023-03-08 20:21:32,2024-09-09 09:17:50,2,1,26
9099-FTUHS,60,59,2023-01-17 13:53:32,2024-11-17 11:20:27,1,3,22
9101-BWFSS,71,67,2023-01-26 12:32:15,2024-11-06 06:41:35,0,4,20
9101-NTIXF,63,60,2023-01-07 04:09:52,2024-11-28 08:07:00,4,1,17
9102-IAYHT,38,37,2023-02-12 12:51:31,2024-10-26 05:32:42,1,0,12
9102-OXKFY,41,40,2023-01-15 01:18:41,2024-08-22 06:53:37,1,1,15
9103-CXVOK,26,26,2023-03-01 07:33:12,2024-07-25 20:07:25,1,0,8
9103-TCIHJ,29,28,2023-01-14 18:08:01,2024-10-21 05:30:11,0,1,8
9107-UKCKY,40,39,2023-02-25 14:24:07,2025-01-19 01:23:42,0,0,12
9108-EJFJP,21,21,2023-01-19 20:40:48,2024-05-12 12:53:37,0,1,5
9108-EQPNQ,68,64,2023-01-09 08:46:47,2024-07-07 12:40:39,1,5,21
9110-HSGTV,47,46,2023-02-25 18:14:31,2024-07-18 13:39:31,2,1,12
9112-WSNPU,35,34,2023-02-17 19:45:03,2024-07-12 23:59:44,0,1,10
9114-AAFQH,63,58,2023-02-09 19:48:54,2024-06-23 20:54:13,1,2,16
9114-DPSIA,24,24,2023-04-29 07:52:48,2024-10-17 05:48:27,0,0,7
9114-VEPUF,30,30,2023-01-12 03:12:43,2024-04-23 18:32:06,1,3,8
9115-YQHGA,41,39,2023-03-17 18:46:29,2024-10-27 23:23:11,2,2,17
9117-SHLZX,69,65,2023-01-06 12:04:45,2024-09-09 08:31:45,0,4,19
9121-PHQSR,58,55,2023-02-09 14:39:16,2024-09-09 22:05:05,3,1,17
9122-UMROB,55,53,2023-01-23 09:08:13,2024-09-18 12:40:38,0,4,16
9124-LHCJQ,78,71,2023-01-11 02:31:21,2024-09-04 15:16:55,0,0,21
9127-FHJBZ,58,57,2023-01-20 02:36:04,2024-09-19 01:38:22,1,5,20
9127-QRZMH,27,27,2023-03-09 01:29:34,2024-08-21 17:04:38,2,1,7
9128-CPXKI,31,30,2023-03-23 08:04:12,2024-07-31 06:07:21,2,2,12
9129-UXERG,31,28,2023-03-05 13:18:12,2024-03-30 00:16:52,1,3,8
9133-AYJZG,30,30,2023-02-06 22:38:25,2024-07-24 14:19:53,0,3,11
9134-CEQMF,55,52,2023-02-04 22:10:22,2024-09-19 06:54:18,4,1,20
9134-WYRVP,40,34,2023-01-11 00:33:29,2024-06-28 09:55:12,1,3,13
9135-HSWOC,32,32,2023-02-27 08:27:50,2024-10-10 02:41:57,2,1,8
9135-MGVPY,57,53,2023-01-18 18:49:51,2024-10-12 10:10:44,0,2,21
9136-ALYBR,26,24,2023-01-02 09:27:20,2024-06-02 22:02:22,0,0,6
9137-NOQKA,55,54,2023-01-15 17:36:12,2024-10-14 21:53:52,3,3,17
9137-UIYPG,26,26,2023-01-25 15:52:59,2024-07-20 20:41:31,3,1,9
9138-EFSMO,28,28,2023-01-20 04:38:34,2024-08-13 08:28:59,0,1,10
9139-TWBAS,59,53,2023-02-08 07:01:49,2024-04-29 22:15:14,1,2,19
9139-WQQDY,59,58,2023-01-11 11:27:25,2024-09-27 17:39:42,0,3,19
9140-CZQZZ,27,26,2023-03-05 18:42:09,2024-09-21 10:29:38,0,0,8
9142-KZXOP,119,102,2023-01-11 11:42:10,2025-01-24 09:46:03,1,4,28
9142-XMYJH,28,27,2023-01-15 20:46:21,2024-09-24 23:08:07,0,1,9
9143-CANJF,39,38,2023-02-06 08:57:59,2024-10-02 04:57:04,2,3,12
9146-JRIOX,69,65,2023-01-06 02:49:38,2024-11-04 18:37:36,1,5,24
9150-HEPMB,48,45,2023-02-23 11:51:41,2024-11-02 22:17:12,1,2,16
9150-KPBJQ,27,26,2023-03-09 06:44:58,2024-09-07 14:05:10,0,1,9
9152-AMKAK,36,35,2023-01-25 20:40:26,2024-08-21 19:09:47,0,2,8
9153-BTBVV,57,54,2023-02-27 04:00:27,2024-11-20 00:36:52,1,5,17
9154-QDGTH,54,51,2023-01-21 06:55:38,2024-07-16 06:23:40,1,0,18
9158-VCTQB,70,62,2023-02-19 10:06:18,2024-11-20 07:48:43,2,2,20
9163-GHAYE,70,64,2023-01-23 02:33:04,2024-06-24 14:38:47,2,4,20
9167-APMXZ,145,129,2023-01-20 15:43:43,2024-09-27 05:40:10,2,3,49
9168-INPSZ,55,50,2023-03-02 06:50:41,2024-07-29 19:19:31,1,3,18
9169-BSVIN,30,27,2023-02-19 04:58:26,2024-08-15 15:39:22,0,1,12
9170-ARBTB,49,47,2023-02-06 22:56:04,2024-06-17 16:48:55,0,3,20
9170-CCKOU,29,27,2023-04-27 08:01:25,2024-08-11 22:25:30,1,1,9
9170-GYZJC,58,55,2023-02-27 12:23:43,2024-07-26 23:15:38,2,3,15
9172-ANCRX,64,61,2023-01-03 22:20:28,2024-10-21 17:13:33,1,1,19
9172-JITSM,57,53,2023-01-10 07:18:31,2024-08-31 15:36:57,1,3,17
9173-IVZVP,30,29,2023-03-06 15:58:36,2024-08-18 16:31:53,1,0,14
9174-FKWZE,62,59,2023-02-13 06:25:12,2024-12-18 12:52:53,0,4,20
9174-IHETN,28,27,2023-02-03 17:18:19,2024-10-15 23:48:18,0,2,6
9178-JHUVJ,154,132,2023-01-14 10:25:16,2024-11-18 03:03:34,1,7,41
9184-GALIL,35,35,2023-02-01 04:00:45,2024-09-28 14:59:09,0,3,11
9185-TQCVP,22,22,2023-01-27 02:59:16,2024-11-23 07:26:09,0,1,10
9189-JWSHV,34,32,2023-02-21 01:15:34,2024-06-17 00:49:37,0,0,10
9190-MFJLN,32,32,2023-02-19 18:15:11,2024-11-27 01:54:30,2,1,8
9191-MYQKX,150,127,2023-01-07 14:44:59,2024-11-02 20:27:01,5,7,45
9194-GFVOI,61,57,2023-02-09 05:15:26,2024-09-22 01:22:37,1,1,15
9199-PWQVC,71,68,2023-03-10 17:09:56,2024-10-07 23:11:26,0,3,27
9200-NLNPD,32,31,2023-01-17 11:29:49,2024-07-10 00:02:41,1,0,12
9206-GVPEQ,63,61,2023-02-04 05:31:44,2024-11-05 07:40:25,2,2,20
9207-ZPANB,76,68,2023-02-04 06:19:19,2024-12-24 22:10:13,3,2,24
9208-OLGAQ,23,22,2023-02-28 12:55:33,2024-10-10 18:05:34,0,0,7
9209-NWPGU,36,35,2023-02-10 03:41:10,2025-01-15 19:33:22,2,1,11
9210-IAHGH,24,24,2023-02-20 11:48:18,2024-03-03 10:12:24,2,0,4
9214-EKVXR,35,32,2023-03-19 08:39:58,2024-12-29 13:09:37,0,1,12
9220-CXRSC,30,30,2023-03-08 13:15:18,2024-08-13 12:28:49,0,0,14
9220-ZNKJI,49,47,2023-01-13 17:16:00,2024-09-09 10:21:44,2,2,12
9221-OTIVJ,78,77,2023-02-18 05:39:14,2024-10-05 05:29:36,2,5,20
9223-UCPVT,31,29,2023-01-13 08:21:52,2024-07-28 14:17:51,1,0,8
9224-VTYID,65,63,2023-01-08 16:55:13,2024-10-11 08:20:38,0,7,19
9225-BZLNZ,61,60,2023-01-10 16:32:09,2024-07-26 01:23:46,0,5,20
9227-LUNBG,52,49,2023-02-09 07:30:43,2024-09-28 07:57:26,1,0,14
9227-UAQFT,154,130,2023-01-03 00:25:58,2024-08-29 22:54:23,1,3,45
9227-YBAXE,28,27,2023-02-19 10:19:51,2025-01-03 05:31:05,0,0,9
9229-RQABD,30,29,2023-04-08 08:28:30,2024-04-10 16:41:40,0,0,6
9231-ZJYAM,64,56,2023-01-25 21:22:53,2024-09-24 15:40:26,2,3,16
9233-PSYHO,38,38,2023-01-16 13:54:24,2024-11-04 13:32:12,1,5,16
9236-NDUCW,29,26,2023-05-15 18:37:22,2024-09-17 19:21:02,1,1,12
9237-HQITU,122,106,2023-02-18 22:23:23,2024-09-21 09:07:01,3,4,31
9239-GZHZE,47,46,2023-01-05 14:59:11,2024-06-11 04:35:47,0,1,14
9239-ZBZZV,36,35,2023-01-18 02:13:34,2024-12-08 01:57:05,2,1,7
9242-TKFSV,59,55,2023-01-25 05:01:07,2024-06-29 20:38:24,3,5,22
9244-ZVAPM,149,136,2023-01-09 14:07:31,2024-08-11 06:49:40,5,8,38
9248-OJYKK,30,29,2023-04-05 07:44:18,2024-10-13 15:53:45,0,2,10
9249-FXSCK,33,33,2023-01-20 16:59:22,2024-08-19 03:57:58,1,1,9
9250-WYPLL,28,27,2023-03-11 07:51:45,2024-12-02 12:17:11,1,3,9
9251-AWQGT,25,22,2023-03-04 19:20:13,2024-11-27 22:52:08,2,0,8
9251-WNSOD,62,60,2023-03-15 11:56:26,2024-11-29 19:08:57,1,2,21
9253-QXKBE,30,27,2023-03-28 12:55:28,2024-06-20 09:41:10,0,1,7
9253-VIFJQ,29,29,2023-01-18 07:27:31,2024-06-07 07:14:16,0,2,5
9254-RBFON,46,45,2023-01-24 10:49:07,2024-06-09 07:25:41,1,4,10
9256-JTBNZ,30,29,2023-03-15 13:42:34,2024-06-30 18:38:21,3,0,11
9257-AZMTZ,51,50,2023-02-13 07:19:24,2024-08-06 17:52:58,0,3,20
9258-CNWAC,29,28,2023-02-18 06:44:28,2024-11-02 05:00:07,0,1,11
9259-PACGQ,30,30,2023-02-18 07:06:26,2024-10-21 03:42:23,1,1,8
9261-WDCAF,59,53,2023-03-03 17:07:17,2024-09-20 15:08:52,2,2,9
9269-CQOOL,54,51,2023-02-01 00:18:45,2024-09-03 09:07:47,1,0,19
9272-LSVYH,52,51,2023-01-03 20:18:34,2024-09-05 13:22:59,0,3,13
9274-CNFMO,32,31,2023-02-20 23:46:51,2024-07-05 14:55:12,0,3,7
9274-UARKJ,24,23,2023-01-07 20:47:58,2024-10-18 13:16:25,0,0,8
9277-JOOMO,60,54,2023-01-01 00:00:13,2024-09-28 05:16:32,1,3,20
9278-VZKCD,40,40,2023-03-05 05:51:51,2024-08-22 08:43:54,1,6,8
9279-CJEOJ,30,27,2023-01-27 04:10:47,2025-01-24 05:43:41,0,2,11
9281-CEDRU,44,43,2023-01-18 21:25:55,2024-06-25 14:46:48,2,0,13
9281-OFDMF,55,54,2023-02-02 22:24:21,2024-07-21 23:53:03,0,1,15
9281-PKKZE,74,68,2023-01-02 12:11:25,2024-07-07 01:33:13,0,1,24
9282-IZGQK,152,131,2023-01-08 05:15:36,2024-12-22 14:26:14,4,7,33
9283-LZQOH,47,46,2023-01-05 08:55:48,2024-08-02 14:04:52,0,3,16
9286-BHDQG,156,131,2023-01-02 14:37:23,2024-09-11 18:13:49,3,11,38
9286-DOJGF,30,30,2023-02-18 11:12:24,2024-09-16 13:18:17,1,1,9
9289-LBQVU,28,27,2023-02-16 02:47:12,2024-04-16 02:24:17,0,2,4
9290-SHCMB,37,35,2023-02-18 02:51:48,2024-11-01 11:02:42,1,2,7
9294-TDIPC,148,133,2023-01-10 01:35:19,2024-11-14 18:05:49,2,2,41
9297-EONCV,64,63,2023-01-19 23:02:11,2024-10-20 23:08:33,3,4,22
9297-FVVDH,67,65,2023-01-08 11:24:52,2024-09-02 16:43:02,6,2,22
9298-WGMRW,29,27,2023-02-23 18:56:27,2024-06-10 02:45:49,0,1,8
9300-AGZNL,36,33,2023-02-11 15:13:26,2024-06-30 04:35:22,1,0,8
9300-RENDD,70,68,2023-01-01 16:53:33,2024-08-07 07:06:12,1,4,14
9305-CDSKC,150,127,2023-01-17 19:45:24,2024-10-23 00:53:51,5,5,44
9306-CPCBC,28,27,2023-02-03 01:53:14,2024-10-12 22:59:28,0,2,9
9308-ANMVE,70,68,2023-01-13 21:22:54,2024-06-13 15:55:09,1,2,13
9309-BZGNT,22,22,2023-02-10 09:25:14,2024-08-14 09:34:48,0,0,8
9313-CDOGY,28,28,2023-01-22 23:32:01,2024-07-20 16:12:40,1,2,8
9313-QOLTZ,74,69,2023-01-04 18:05:36,2024-09-12 05:00:46,3,3,22
9314-IJWSQ,64,58,2023-01-25 11:36:43,2024-08-18 13:36:16,0,2,17
9314-QDMDW,54,53,2023-01-05 22:05:10,2024-07-19 22:19:22,1,4,17
9317-WZPGV,30,30,2023-02-26 23:11:02,2024-07-19 17:10:36,2,1,10
9318-NKNFC,38,36,2023-03-22 12:13:28,2024-09-05 03:34:12,0,2,13
9323-HGFWY,155,132,2023-01-12 20:22:19,2024-11-26 02:31:44,1,4,46
9327-QSDED,50,48,2023-03-02 03:49:12,2024-09-05 07:29:12,4,0,12
9330-DHBFL,72,68,2023-02-07 15:04:23,2024-08-28 07:19:54,0,3,25
